place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJNW8TCJ89rjsRtB-0JbBaNVg,Anu's Wine & Dine,,,451,4.5,"Name: Wine Ocean Bar and Restaurant
Link: https://www.google.com/maps/search/Wine+Ocean+Bar+and+Restaurant/@12.9584858,77.5190916?authuser=0&hl=en&entry=ttu
Reviews: 242 reviews

Name: Anugraha Hotel
Link: https://www.google.com/maps/search/Anugraha+Hotel/@12.987772999999999,77.515683?authuser=0&hl=en&entry=ttu
Reviews: 25 reviews

Name: Kanasu Non Veg Naati Style Family Restaurant
Link: https://www.google.com/maps/search/Kanasu+Non+Veg+Naati+Style+Family+Restaurant/@12.9751234,77.5135499?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: Anu's food house
Link: https://www.google.com/maps/search/Anu's+food+house/@12.9721336,77.50444809999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",https://anuswinendine.in/,090351 64447,,Anu's Wine & Dine (Owner),https://www.google.com/maps/contrib/110378444472259722575,https://lh3.googleusercontent.com/p/AF1QipNRnIac0Dxt6BGEEvEPGnDcLKoDxfNDUAWmK2Bf=s1024,Family restaurant,Family restaurant,12-11:30 pm,,Open All Days,"Vijaya palace Oposite, Bangalore Development Authority Complex, 182, Outer Ring Rd, 2 Block, Block 2, Naagarabhaavi, Bengaluru, Karnataka 560072","price, party, hospitality, bar, team, hotel, coastal, vegetables, biryani, parking",https://www.google.com/maps/place/Anu%27s+Wine+%26+Dine/data=!4m7!3m6!1s0x3bae3d9f08136f35:0x58355ab025b41fb4!8m2!3d12.9803619!4d77.51069!16s%2Fg%2F11tf601ydz!19sChIJNW8TCJ89rjsRtB-0JbBaNVg?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJ7xc1ink-rjsRF9kulQKArqQ,Deewar B&R,An Eatery With Real Taste,,3290,3.9,"Name: Davanagere Benne Dose
Link: https://www.google.com/maps/search/Davanagere+Benne+Dose/@12.958567799999999,77.5266304?authuser=0&hl=en&entry=ttu
Reviews: 4632 reviews

Name: Drink N Dine
Link: https://www.google.com/maps/search/Drink+N+Dine/@12.960868,77.5287302?authuser=0&hl=en&entry=ttu
Reviews: 513 reviews

Name: New Barjari Baaduta
Link: https://www.google.com/maps/search/New+Barjari+Baaduta/@12.9844993,77.5104922?authuser=0&hl=en&entry=ttu
Reviews: 65 reviews",,080 2321 6659,,Deewar B&R (Owner),https://www.google.com/maps/contrib/104646514819441051116,https://lh3.googleusercontent.com/p/AF1QipPkhuN2duap5Xj_7t0jjuGt1kFkKWLmB_9upRBr=s1024,Karnataka restaurant,"Karnataka restaurant, Bar, Family restaurant, Fine dining restaurant, Garden",11:30 am-11:30 pm,,Open All Days,"Sri Ranga Complex, 1210/D, 80 Feet Rd, 2nd Block, Nagarbhavi 1st Stage, 2nd Stage, Chandra Layout, Bengaluru, Karnataka 560040","roof, sea food, bar, prawns, ghee roast, neer dosa, crowd, mangalorean, terrace, liquor",https://www.google.com/maps/place/Deewar+B%26R/data=!4m7!3m6!1s0x3bae3e798a3517ef:0xa4ae8002952ed917!8m2!3d12.9583464!4d77.525856!16s%2Fg%2F1trpp73n!19sChIJ7xc1ink-rjsRF9kulQKArqQ?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJr66uWiI8rjsRrIiwV1Ox01Y,Restaurant Ashwa,"We Deliver food to your door step till 3 am , All 7 days a week",,1591,3.8,"Name: AATHITHYA
Link: https://www.google.com/maps/search/AATHITHYA/@12.97026,77.4943253?authuser=0&hl=en&entry=ttu
Reviews: 578 reviews

Name: Kababz n Curryz
Link: https://www.google.com/maps/search/Kababz+n+Curryz/@12.9647094,77.5047177?authuser=0&hl=en&entry=ttu
Reviews: 544 reviews

Name: Ashwa Fine Dine Bar & Kitchen
Link: https://www.google.com/maps/search/Ashwa+Fine+Dine+Bar+%26+Kitchen/@12.9713412,77.5249288?authuser=0&hl=en&entry=ttu
Reviews: 207 reviews

Name: Desi Swaadha
Link: https://www.google.com/maps/search/Desi+Swaadha/@12.964646700000001,77.4998813?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",https://restaurantashwa.petpooja.com/,098807 98809,,Restaurant Ashwa (Owner),https://www.google.com/maps/contrib/105344056730745169164,https://lh3.googleusercontent.com/p/AF1QipMevmbVIzjopXV_XII_x21DHB5hup1U5KFl5Cte=s1024,North Indian restaurant,"North Indian restaurant, Grill, Biryani restaurant, Cigar shop, Halal restaurant, Takeout restaurant, Non Vegetarian Restaurant, Shawarma restaurant",11:30 am-11:30 pm,,Open All Days,"Deepa Complex, 2397, Dasarahalli Main Road, D-Group Layout, Gidadakonenahalli, Annapurneshwari Nagar, Bengaluru, Karnataka 560091","delivery, zomato, smell, egg, pay, non veg, bachelor party, chicken rice, chicken shawarma, veg roll",https://www.google.com/maps/place/Restaurant+Ashwa/data=!4m7!3m6!1s0x3bae3c225aaeaeaf:0x56d3b15357b088ac!8m2!3d12.970118!4d77.495245!16s%2Fg%2F11csp739n5!19sChIJr66uWiI8rjsRrIiwV1Ox01Y?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJ82NqvCUWrjsRC33A4yTYQWk,Central Tiffin Room,"Iconic breakfast spot serving signature benne dosas, bajji & coffee in a buzzy, informal atmosphere.",,36049,4.3,"Name: By 2 Coffee-Temple Meals
Link: https://www.google.com/maps/search/By+2+Coffee-Temple+Meals/@12.9983207,77.5695863?authuser=0&hl=en&entry=ttu
Reviews: 4030 reviews

Name: S L V Tiffin Center
Link: https://www.google.com/maps/search/S+L+V+Tiffin+Center/@13.0081607,77.55588519999999?authuser=0&hl=en&entry=ttu
Reviews: 960 reviews

Name: Bangalore Tiffin Centre (Idly and Uddina Vada only)
Link: https://www.google.com/maps/search/Bangalore+Tiffin+Centre+(Idly+and+Uddina+Vada+only)/@12.9863363,77.55642?authuser=0&hl=en&entry=ttu
Reviews: 172 reviews

Name: Sri Mandara Tiffine Centre
Link: https://www.google.com/maps/search/Sri+Mandara+Tiffine+Centre/@12.999172699999999,77.5794842?authuser=0&hl=en&entry=ttu
Reviews: 163 reviews

Name: Sri Sai Dosa Center
Link: https://www.google.com/maps/search/Sri+Sai+Dosa+Center/@13.0011619,77.5722258?authuser=0&hl=en&entry=ttu
Reviews: 130 reviews",https://centraltiffinroom.com/,080 2331 7531,,Central Tiffin Room (Owner),https://www.google.com/maps/contrib/117811658271760741349,https://lh3.googleusercontent.com/p/AF1QipMfD3qDYjCrSDq2mYObgwuGK0GMBUSHHJghAiFH=s1024,South Indian restaurant,"South Indian restaurant, Asian restaurant, Breakfast restaurant, Tiffin center, Vegetarian restaurant","7 am-12:30 pm, 4-9:30 pm",,Open All Days,"7th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560003","mangalore bajji, benne dosa, rava idli, vidyarthi bhavan, khara bath, chow chow bath, maddur vada, aloo palya, davangere butter dosa hotel, ready to wait",https://www.google.com/maps/place/Central+Tiffin+Room/data=!4m7!3m6!1s0x3bae1625bc6a63f3:0x6941d824e3c07d0b!8m2!3d12.9982535!4d77.5695357!16s%2Fm%2F0gfdq9p!19sChIJ82NqvCUWrjsRC33A4yTYQWk?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJE8R9PncWrjsRWN42hSCHXao,1947 Restaurant,"Monday : 11:00 - 23:00
Tuesday : 11:00 - 23:00
Wednesday : 11:00 - 23:00
Thursday : 11:00 - 23:00
Friday : 11:00 - 23:00
Saturday : 11:00 - 23:00
Sunday : 11:00 - 23:00",,4934,4,"Name: 1947 Restaurant
Link: https://www.google.com/maps/search/1947+Restaurant/@13.005663499999999,77.56908179999999?authuser=0&hl=en&entry=ttu
Reviews: 8360 reviews

Name: 1947 Restaurant RR Nagar
Link: https://www.google.com/maps/search/1947+Restaurant+RR+Nagar/@12.926075899999999,77.5162514?authuser=0&hl=en&entry=ttu
Reviews: 6331 reviews

Name: Kake Di Hatti - Banashankari
Link: https://www.google.com/maps/search/Kake+Di+Hatti+-+Banashankari/@12.925732499999999,77.54895619999999?authuser=0&hl=en&entry=ttu
Reviews: 5505 reviews

Name: Antra Veg Restaurant | Best Veg Restaurant | Veg Dining Banashankari 3rd Stage
Link: https://www.google.com/maps/search/Antra+Veg+Restaurant+%7C+Best+Veg+Restaurant+%7C+Veg+Dining+Banashankari+3rd+Stage/@12.9220924,77.55837249999999?authuser=0&hl=en&entry=ttu
Reviews: 859 reviews",,080 2679 1213,,1947 Restaurant (Owner),https://www.google.com/maps/contrib/109124756740419365769,https://lh3.googleusercontent.com/p/AF1QipO5uwk19F696xjaCZL3bbmbob6PYMORWtQKV45u=s1024,North Indian restaurant,"North Indian restaurant, Chinese restaurant, Indian restaurant, Italian restaurant, Vegetarian restaurant",11 am-11 pm,,Open All Days,"Kathriguppe IV Phase, Gururaja Layout, Banashankari, Bengaluru, Karnataka 560085","buffet, starters, renovation, a la carte, babycorn, service charges, rabdi, tomato soup, kulfi, tawa pulao",https://www.google.com/maps/place/1947+Restaurant/data=!4m7!3m6!1s0x3bae16773e7dc413:0xaa5d87208536de58!8m2!3d12.9227608!4d77.5565319!16s%2Fg%2F1tcvxw3r!19sChIJE8R9PncWrjsRWN42hSCHXao?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJTzz3uRYWrjsRz2uYUZ0x-sQ,"South Ruchis Square,Organic Fine Dine Restaurant","An organic Indian restaurant which brings all the raw veggies, staples,oils,pulses directly from south ruchis farm to the fork",,8971,4.3,"Name: Priyadarshini Restaurant
Link: https://www.google.com/maps/search/Priyadarshini+Restaurant/@12.977544,77.57589999999999?authuser=0&hl=en&entry=ttu
Reviews: 6866 reviews

Name: South Ruchis
Link: https://www.google.com/maps/search/South+Ruchis/@12.978403,77.5424318?authuser=0&hl=en&entry=ttu
Reviews: 3751 reviews

Name: Lush
Link: https://www.google.com/maps/search/Lush/@12.9843728,77.57647039999999?authuser=0&hl=en&entry=ttu
Reviews: 1163 reviews",https://southruchis.com/,070221 41080,,"South Ruchis Square,Organic Fine Dine Restaurant (Owner)",https://www.google.com/maps/contrib/110985257862111085010,https://lh3.googleusercontent.com/p/AF1QipNSKBKxqANcu-dWnkTabTMa-s7XfDV3b0llwZxI=s1024,Vegetarian restaurant,"Vegetarian restaurant, Breakfast restaurant, Chinese restaurant, North Indian restaurant, South Indian restaurant",7:30 am-10:30 pm,,Open All Days,"25, Race Course Rd, Madhava Nagar, Gandhi Nagar, Bengaluru, Karnataka 560001","south indian food, thali, organic food, millet, pongal, paddu, bisibele bath, neer dosa, badam halwa, chow chow bath","https://www.google.com/maps/place/South+Ruchis+Square,Organic+Fine+Dine+Restaurant/data=!4m7!3m6!1s0x3bae1616b9f73c4f:0xc4fa319d51986bcf!8m2!3d12.9840381!4d77.5780027!16s%2Fg%2F11bzypp39g!19sChIJTzz3uRYWrjsRz2uYUZ0x-sQ?authuser=0&hl=en&rclk=1",resturants in bangalore
ChIJKec5L4I-rjsRoYuwxw0TRYE,Sunshine Bar,,,228,3.8,"Name: Signature Liquid Pearl
Link: https://www.google.com/maps/search/Signature+Liquid+Pearl/@12.9609125,77.5076497?authuser=0&hl=en&entry=ttu
Reviews: 265 reviews

Name: Wine Ocean Bar and Restaurant
Link: https://www.google.com/maps/search/Wine+Ocean+Bar+and+Restaurant/@12.9584858,77.5190916?authuser=0&hl=en&entry=ttu
Reviews: 242 reviews

Name: GURU BAR AND RESTAURANT
Link: https://www.google.com/maps/search/GURU+BAR+AND+RESTAURANT/@12.9672112,77.5038778?authuser=0&hl=en&entry=ttu
Reviews: 32 reviews

Name: Sunshine hotel & family Restaurant
Link: https://www.google.com/maps/search/Sunshine+hotel+%26+family+Restaurant/@12.775759599999999,77.7797709?authuser=0&hl=en&entry=ttu
Reviews: 14 reviews

Name: Sri Manjunatha Bar & Restaurant
Link: https://www.google.com/maps/search/Sri+Manjunatha+Bar+%26+Restaurant/@12.987781499999999,77.51750799999999?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews",,,1,Sunshine Bar (Owner),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no5Ebr2vYJDc_rAcjRPpPK6rkaJY0YpLWM35ZYnfNJtb5tt_pFFFZJK7XS0j0hytAYrkJxIHxg1UPuHaLG0M9o9zGdr3SduhiKBF3DJ3A66lE4hySz4PFTgg7rYxaTk9a3dztgt=s1024,Bar & grill,Bar & grill,11 am-11 pm,,Open All Days,"87, 80 Feet Main Rd, NGEF Layout, 2 Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",service,https://www.google.com/maps/place/Sunshine+Bar/data=!4m7!3m6!1s0x3bae3e822f39e729:0x8145130dc7b08ba1!8m2!3d12.960952!4d77.5099957!16s%2Fg%2F11cn2yv0rn!19sChIJKec5L4I-rjsRoYuwxw0TRYE?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJNRHcVsg9rjsRupUlzXu2-eY,GURU BAR AND RESTAURANT,,,32,3.8,"Name: Sunshine Bar
Link: https://www.google.com/maps/search/Sunshine+Bar/@12.960951999999999,77.50999569999999?authuser=0&hl=en&entry=ttu
Reviews: 228 reviews

Name: Guru Bar and Restaurant
Link: https://www.google.com/maps/search/Guru+Bar+and+Restaurant/@12.9039392,77.5799514?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Guru Shree Bar & Restaurant
Link: https://www.google.com/maps/search/Guru+Shree+Bar+%26+Restaurant/@12.9698525,77.75165679999999?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Sri Manjunatha Bar & Restaurant
Link: https://www.google.com/maps/search/Sri+Manjunatha+Bar+%26+Restaurant/@12.987781499999999,77.51750799999999?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews",,090081 90105,,GURU BAR AND RESTAURANT (Owner),https://www.google.com/maps/contrib/106904218499804619012,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvRAP3Mlewfc-6NGuTrkLMb71XbEi94_tSp98rdBgBGoZl6REWD93IbsTkC8mfKreMmF6lDnH_Gm2t3DaexQRrxb3367Y8cC3AXHpG3tKxyfEB9ohbqFrCPja-LWMIvNazydU=s1024,Slaughterhouse,"Slaughterhouse, Restaurant",10 am-11 pm,,Open All Days,"19/6, Situated at, 80 Feet Rd, near Bus Stop, Papareddipalya, Naagarabhaavi, Bengaluru, Karnataka 560091",,https://www.google.com/maps/place/GURU+BAR+AND+RESTAURANT/data=!4m7!3m6!1s0x3bae3dc856dc1135:0xe6f9b67bcd2595ba!8m2!3d12.9672112!4d77.5038778!16s%2Fg%2F11ghq3cm2h!19sChIJNRHcVsg9rjsRupUlzXu2-eY?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJWbXyJxQWrjsR5sPUMhwD1qw,The London Curry House,WE ARE OPEN FROM 12 NOON -11 PM,,11989,4.2,"Name: South Ruchis Square,Organic Fine Dine Restaurant
Link: https://www.google.com/maps/search/South+Ruchis+Square%2COrganic+Fine+Dine+Restaurant/@12.9840381,77.5780027?authuser=0&hl=en&entry=ttu
Reviews: 8948 reviews

Name: Priyadarshini Restaurant
Link: https://www.google.com/maps/search/Priyadarshini+Restaurant/@12.977544,77.57589999999999?authuser=0&hl=en&entry=ttu
Reviews: 6866 reviews

Name: Gufha Restaurant, Kumarapark
Link: https://www.google.com/maps/search/Gufha+Restaurant%2C+Kumarapark/@12.9962568,77.5838773?authuser=0&hl=en&entry=ttu
Reviews: 3564 reviews

Name: Spice Terrace
Link: https://www.google.com/maps/search/Spice+Terrace/@12.972144199999999,77.594923?authuser=0&hl=en&entry=ttu
Reviews: 2425 reviews

Name: The Asian Curry House
Link: https://www.google.com/maps/search/The+Asian+Curry+House/@12.9920139,77.57075739999999?authuser=0&hl=en&entry=ttu
Reviews: 667 reviews",,076187 00672,,The London Curry House (Owner),https://www.google.com/maps/contrib/100033676787271121160,https://lh3.googleusercontent.com/p/AF1QipO6h8P8eY6E0VOmfCuvXKXOh_MHRJxfNEmt1pCF=s1024,Modern Indian restaurant,"Modern Indian restaurant, Chinese restaurant, Continental restaurant, Family restaurant, Fast food restaurant, Fine dining restaurant, Indian restaurant, Italian restaurant, Vegetarian restaurant",7 am-11 pm,,Open All Days,"19/2, Crescent Rd, Kumara Park West, Gandhi Nagar, Bengaluru, Karnataka 560001","presentation of food, valet parking, innovative, cooker, basement, flower pot, cigars, chinese bhel, bahubali, giant wheel",https://www.google.com/maps/place/The+London+Curry+House/data=!4m7!3m6!1s0x3bae161427f2b559:0xacd6031c32d4c3e6!8m2!3d12.9854982!4d77.5792798!16s%2Fg%2F11c5gwjqq3!19sChIJWbXyJxQWrjsR5sPUMhwD1qw?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJSz229u0VrjsRUetokbXcZ1A,SLV CORNER VEG RESTAURANT,"contact us-- for takeaways-- & outdoor catering services
9980414209",,15439,4.2,"Name: SLV Coffee Bar
Link: https://www.google.com/maps/search/SLV+Coffee+Bar/@12.924078399999999,77.5663501?authuser=0&hl=en&entry=ttu
Reviews: 9884 reviews

Name: Gokul Veg
Link: https://www.google.com/maps/search/Gokul+Veg/@12.9442687,77.5709344?authuser=0&hl=en&entry=ttu
Reviews: 4455 reviews

Name: Nisarga Garden Restaurant
Link: https://www.google.com/maps/search/Nisarga+Garden+Restaurant/@12.9415125,77.5711577?authuser=0&hl=en&entry=ttu
Reviews: 4401 reviews

Name: S L V Southend
Link: https://www.google.com/maps/search/S+L+V+Southend/@12.936730299999999,77.5749671?authuser=0&hl=en&entry=ttu
Reviews: 160 reviews

Name: Namma SLN
Link: https://www.google.com/maps/search/Namma+SLN/@12.944782199999999,77.5719199?authuser=0&hl=en&entry=ttu
Reviews: 146 reviews",,099804 14209,,SLV CORNER VEG RESTAURANT (Owner),https://www.google.com/maps/contrib/117982671082649222852,https://lh3.googleusercontent.com/p/AF1QipParbIniGmeYQZfpSL8q4itbbQ2_Nw6jnW09DH9=s1024,Vegetarian restaurant,"Vegetarian restaurant, Karnataka restaurant, Restaurant",8 am-10:30 pm,,Open All Days,"No. 42, Ramakrishna Ashram Circle, Vanvilas Road, Basavanagudi, Vanivilas Road, Bengaluru, Karnataka 560004","masala dosa, khara bath, self service, filter coffee, badam halwa, rava idli, sagu, ashram, north indian thali, idli vada sambar",https://www.google.com/maps/place/SLV+CORNER+VEG+RESTAURANT/data=!4m7!3m6!1s0x3bae15edf6b63d4b:0x5067dcb59168eb51!8m2!3d12.9483513!4d77.5686397!16s%2Fg%2F1tflkwkd!19sChIJSz229u0VrjsRUetokbXcZ1A?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJAU91gWo9rjsRsCLoqONBFDo,Piccolo Multicuisine Family Restaurant & Bar Attached,"Piccolo Multi-cuisine Family Restaurant welcomes you all for the Re-opening of Restaurant , Staying & pub with all amenities.
As we are taken all the safety precautionary measures against COVID-19 , we serve you with the Hygienic Foods to the clients .
It's a great place for the Family Atmosphere, Especially for the Cricket lovers you can enjoy the live telecast of cricket match by having your delicious foods like varieties of Tandoori Dishes, Sea Foods , Snacks and lot many More with the soft Drinks.",,299,4.2,"Name: Cycle gap resto bar & Pub
Link: https://www.google.com/maps/search/Cycle+gap+resto+bar+%26+Pub/@12.960266599999999,77.5055009?authuser=0&hl=en&entry=ttu
Reviews: 2341 reviews

Name: Pavilion Family Restaurant & Bar
Link: https://www.google.com/maps/search/Pavilion+Family+Restaurant+%26+Bar/@13.029339499999999,77.5609784?authuser=0&hl=en&entry=ttu
Reviews: 1334 reviews

Name: The Secret Place Resto Bar
Link: https://www.google.com/maps/search/The+Secret+Place+Resto+Bar/@12.9685422,77.4928679?authuser=0&hl=en&entry=ttu
Reviews: 1072 reviews

Name: Piccolo Pub
Link: https://www.google.com/maps/search/Piccolo+Pub/@12.969942699999999,77.49164929999999?authuser=0&hl=en&entry=ttu
Reviews: 442 reviews

Name: Namma Nisarga Family Restaurant
Link: https://www.google.com/maps/search/Namma+Nisarga+Family+Restaurant/@12.9737954,77.4841659?authuser=0&hl=en&entry=ttu
Reviews: 377 reviews",,,,Piccolo Multicuisine Family Restaurant & Bar Attached (Owner),https://www.google.com/maps/contrib/100778124618094933836,https://lh3.googleusercontent.com/p/AF1QipM6Ss6dOFj6t8fBrsJDz7SI8t9Z3V7V3SC5jXtJ=s1024,Family restaurant,"Family restaurant, Bar & grill, Lodge, Non Vegetarian Restaurant, Pub, Restaurant, Soup restaurant, Vegetarian restaurant",,,Open All Days,"1916, Muddinapalya Main Rd, near Karnataka bank, ITI Employees Layout, gidadakonehalli, Bengaluru, Karnataka 560091","pub, veg, cost, draught, needs, floor, average, prawn, food quality, food and service",https://www.google.com/maps/place/Piccolo+Multicuisine+Family+Restaurant+%26+Bar+Attached/data=!4m7!3m6!1s0x3bae3d6a81754f01:0x3a1441e3a8e822b0!8m2!3d12.9699266!4d77.4917043!16s%2Fg%2F11j7yy9qdg!19sChIJAU91gWo9rjsRsCLoqONBFDo?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJYbwCEJMVrjsRStpDfF8cTOY,The Rogue Elephant Basavanagudi,"The Rogue Elephant Team is delighted to welcome you for In-house alfresco dining serving you Mediterranean and continental flavours here in Basavanagudi, Bengaluru.
We will be following the Government norms and SOP.
* Sanitised space for our customers safety.
* Our staff will be serving you with smiles and unmatched hospitality

Do come and enjoy our verdant alfresco dining space.",,3950,4.1,"Name: The Bangalore Cafe
Link: https://www.google.com/maps/search/The+Bangalore+Cafe/@12.9615596,77.59469659999999?authuser=0&hl=en&entry=ttu
Reviews: 11263 reviews

Name: Board 4 Bored - A Board Game Cafe
Link: https://www.google.com/maps/search/Board+4+Bored+-+A+Board+Game+Caf%C3%A9/@12.940500499999999,77.5714924?authuser=0&hl=en&entry=ttu
Reviews: 3541 reviews

Name: Elephant's High cafe
Link: https://www.google.com/maps/search/Elephant's+High+cafe/@12.8851391,77.5549559?authuser=0&hl=en&entry=ttu
Reviews: 2089 reviews

Name: Cafe Mondo
Link: https://www.google.com/maps/search/Cafe+Mondo/@12.939549999999999,77.577533?authuser=0&hl=en&entry=ttu
Reviews: 1659 reviews",https://linktr.ee/The_Rogue_Elephant,096200 59233,,The Rogue Elephant Basavanagudi (Owner),https://www.google.com/maps/contrib/113014248223298532211,https://lh3.googleusercontent.com/p/AF1QipMuSsUOrvf_MrFbhizjntpvkLyhqNOz6eiPKdPj=s1024,Mediterranean restaurant,"Mediterranean restaurant, Cafe, European restaurant, Italian restaurant, Vegetarian restaurant",11:30 am-9 pm,,Open All Days,"93, Kanakapura Main Rd, Mohammedan Block, Basavanagudi, Bengaluru, Karnataka 560004","mosquitoes, garden, mango avocado salad, baby corn, kati roll, sauteed mushroom, mutton curry, fish fingers, bungalow, pakoda",https://www.google.com/maps/place/The+Rogue+Elephant+Basavanagudi/data=!4m7!3m6!1s0x3bae15931002bc61:0xe64c1c5f7c43da4a!8m2!3d12.9415498!4d77.5770854!16s%2Fg%2F11g_3g5bx!19sChIJYbwCEJMVrjsRStpDfF8cTOY?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJXZGjsn0WrjsRcqfimwGhocs,The 13th Floor,Restaurant & bar in a rooftop space offering Indian & Asian fare to go with panoramic skyline views.,,10436,4.3,"Name: Just BLR
Link: https://www.google.com/maps/search/Just+BLR/@12.9732755,77.6073169?authuser=0&hl=en&entry=ttu
Reviews: 23380 reviews

Name: Olive Beach
Link: https://www.google.com/maps/search/Olive+Beach/@12.966892,77.6080844?authuser=0&hl=en&entry=ttu
Reviews: 8205 reviews

Name: Ebony
Link: https://www.google.com/maps/search/Ebony/@12.9754955,77.60512659999999?authuser=0&hl=en&entry=ttu
Reviews: 6109 reviews

Name: Spice Terrace
Link: https://www.google.com/maps/search/Spice+Terrace/@12.972144199999999,77.594923?authuser=0&hl=en&entry=ttu
Reviews: 2425 reviews",http://www.ivorytowerhotel.com/13th-floor---lounge-bar/13th-floor---lounge-bar.html,080 4178 3355,,The 13th Floor (Owner),https://www.google.com/maps/contrib/110177380905072843671,https://lh3.googleusercontent.com/p/AF1QipPMXvXnaoZ8RhRxG0jqkI4bhP-DfGUEwECD9877=s1024,Bar,"Bar, Cocktail bar, Pub, Restaurant",12 pm-12 am,,Open All Days,"13th Floor, Tower-B, 84, Mahatma Gandhi Rd, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001","candle, romantic, balcony, the view, ebony, ub city, asian cuisine, dahi kebab, gunpowder, dan dan noodles",https://www.google.com/maps/place/The+13th+Floor/data=!4m7!3m6!1s0x3bae167db2a3915d:0xcba1a1019be2a772!8m2!3d12.9753223!4d77.6050521!16s%2Fg%2F1tcx5g3n!19sChIJXZGjsn0WrjsRcqfimwGhocs?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJOT7dpH8XrjsRmhbquGl7xz0,Just BLR,Just BLR is an alfresco resto bar at Brigade Road. Info : +91 9429 690 754,,23382,4.7,"Name: Communiti
Link: https://www.google.com/maps/search/Communiti/@12.9723828,77.6082642?authuser=0&hl=en&entry=ttu
Reviews: 28893 reviews

Name: Church Street Social
Link: https://www.google.com/maps/search/Church+Street+Social/@12.9756453,77.60267999999999?authuser=0&hl=en&entry=ttu
Reviews: 16238 reviews

Name: The 13th Floor
Link: https://www.google.com/maps/search/The+13th+Floor/@12.9753223,77.6050521?authuser=0&hl=en&entry=ttu
Reviews: 10438 reviews

Name: ShakesBierre by boche- Brewpub & Club
Link: https://www.google.com/maps/search/ShakesBierre+by+boche-+Brewpub+%26+Club/@12.9708709,77.6073208?authuser=0&hl=en&entry=ttu
Reviews: 6962 reviews

Name: Spice Terrace
Link: https://www.google.com/maps/search/Spice+Terrace/@12.972144199999999,77.594923?authuser=0&hl=en&entry=ttu
Reviews: 2425 reviews",http://www.justblr.com/,080 4709 3352,,Just BLR (Owner),https://www.google.com/maps/contrib/111885917398344596487,https://lh3.googleusercontent.com/p/AF1QipN51J67DQvnsVWeyHw3fC2ACRteCOAiL3nZjgc6=s1024,Bar & grill,Bar & grill,11 am-1 am,,Open All Days,"Deena Complex, Opp MC Donald, Brigade Rd, Bengaluru, Karnataka 560025","chill out, awe, staff, bandana, standup comedy, performance, bollywood music, vibes, brigade, comedy club",https://www.google.com/maps/place/Just+BLR/data=!4m7!3m6!1s0x3bae177fa4dd3e39:0x3dc77b69b8ea169a!8m2!3d12.9732755!4d77.6073169!16s%2Fg%2F11gyc29chh!19sChIJOT7dpH8XrjsRmhbquGl7xz0?authuser=0&hl=en&rclk=1,resturants in bangalore
